,Q,A,Context,label
136," That was beautiful, man!"," Thanks, Leonard. Ted, you're missing out on a valuable life lesson!"," That was beautiful, man! |  Look, I don't need you to teach me how to live, okay. I know how to live. If you want to go lick the Liberty Bell just go lick it yourself.",0
137," Look, I don't need you to teach me how to live, okay. I know how to live. If you want to go lick the Liberty Bell just go lick it yourself."," No, it has to be the two of us."," Look, I don't need you to teach me how to live, okay. I know how to live. If you want to go lick the Liberty Bell just go lick it yourself. |  Why? Why do you need me?",0
138, Why? Why do you need me?," Because, you're my best friend, alright? You don't have to tell me I'm yours. But the way I see it, we're a team. Without you, I'm just the dynamic uno. You know what, fine. If you wanna go home... then we'll go home.", Why? Why do you need me? |  Fine...we'll go lick the Liberty Bell!,0
139, Fine...we'll go lick the Liberty Bell!," Good, (smiles) 'cuz we're here! (Hops out)"," Fine...we'll go lick the Liberty Bell! |  (voice) I had no idea how Barney redirected the cab without me knowing, but we got out, Dana let us in and by god we licked the Liberty Bell. And you know what it tastes like?",0
140," That's the crazy part. I've had this shirt for, like, six years... Until this morning I wasn't into it at all, but now it's like my tastes have changed.", There. Deleted.," That's the crazy part. I've had this shirt for, like, six years... Until this morning I wasn't into it at all, but now it's like my tastes have changed. |  Yes, hello, Barney.",0
141, Barney's offering me fifty bucks to say some stupid word on a live news report.," Not some stupid word, Booger."," Barney's offering me fifty bucks to say some stupid word on a live news report. |  But I'm not doing it, I am a journalist.",0
142," But I'm not doing it, I am a journalist."," What? Journalist? You do the little fluff pieces at the end of the news. Old people, babies, monkeys... that's not journalism, that's just things in a diaper."," But I'm not doing it, I am a journalist. |  For your information, my boss is about to bump me up to the City Hall b*at.",0
143, So I'm not going to jeopardize my promotion by saying Booger for fifty bucks.," Of course not, because now you're saying Nipple and it's a hundred! (Whispers) Step into my web.", So I'm not going to jeopardize my promotion by saying Booger for fifty bucks. |  (Sipping drink) Mmm... Who's bourbon is this?,0
144," (Laughs) Not Goonies, girls. What if there's someone from my past, who I thought was wrong for me at the time, but in fact she, like my shirt, is actually a perfect fit?"," Hold up, there are only two reasons to date a girl you've already dated. Breast, Implants."," (Laughs) Not Goonies, girls. What if there's someone from my past, who I thought was wrong for me at the time, but in fact she, like my shirt, is actually a perfect fit? |  That's not a bad idea. Let's think, Ted's greatest hits... what about that girl, Steph?",0
145," I just wasn't looking for a big commitment at the time, of course now a big commitment doesn't seem so bad... maybe I should call her? What do you guys think?", You dumped a p*rn star? Friendship over (gets up) FRIENDSHIP OVER!," I just wasn't looking for a big commitment at the time, of course now a big commitment doesn't seem so bad... maybe I should call her? What do you guys think? |  Come in, (On Phone) Alright, I'll get back to you. (Hangs up)",0
146, At least it's better than booger. (Laughs) Booger.," There she is. Hey is it cold in here, because I can kind of see Robin's nickels? Now for your next challenge..."," At least it's better than booger. (Laughs) Booger. |  No, there is not going to be another challenge, I don't care how much you offer me.",0
147," No, there is not going to be another challenge, I don't care how much you offer me."," Oh, search your soul, Robin. You and I both know this wasn't about the money. Sure, Metro News One pays you jack and hey, a little green salad on the side's good for you, me and Mr. McGee."," No, there is not going to be another challenge, I don't care how much you offer me. |  Seriously, who talks like that?",0
148," Seriously, who talks like that?"," Well baby really likes, is the thrill of pulling one over on those bean counters, who under appreciate you and still haven't promoted you. And for two more hundy-sticks, baby's going to look in the camera and say this (Whispers in her ear)"," Seriously, who talks like that? |  Eew. I'm just assuming.",0
149, I don't know!, Did you sleep with her sister?, I don't know! |  No.,0
150, No., Sleep with her mom?, No. |  No.,0
151, No., I'm losing interest in your story.," No. |  Well, you must have done something. Why did you guys break up?",0
152," (On Phone) Hi, Marshall, it's Lily. We're not going have sex for at least a month. But you're awesome. Okay bye-bye. (Hangs up)"," Know, that was a big mistake, Ted. You should've done it in person."," (On Phone) Hi, Marshall, it's Lily. We're not going have sex for at least a month. But you're awesome. Okay bye-bye. (Hangs up) |  Thank you.",0
153, Thank you., Desperate Please-don't-leave-me sex is amazing.," Thank you. |  Okay, it was childish and stupid, I just...I didn't want to see her cry.",0
154," That was me then, okay? This is the new old shirt-wearing, sack-having Ted. I'm gonna make this right.", You know what else? My younger sister just got married and I'm about to turn thirty-sex. Fantastic.," That was me then, okay? This is the new old shirt-wearing, sack-having Ted. I'm gonna make this right. |  An occasion that was supposed to be joyous suddenly turned tragic when Ethel and Sadie Marsolis, New York's oldest twins, suddenly passed away on this, the eve of their one hundredth birthday. I'm a dirty, dirty girl (Slaps behind). Ow. Reporting live, Robin Scherbatsky, Metro News One.",0
155, I have no idea. Some kind of yoga?," You know, that Natalie... she's good times."," I have no idea. Some kind of yoga? |  Yeah, she's like the best girl you've dated in years.",0
156, Ineffable... good word. So when are you going to do it?," She's probably on the subway by now. You could call her Voice Mail. Beep, dumped. Click. Done!", Ineffable... good word. So when are you going to do it? |  I have to do this face-to-face. I just... I don't know what I'm going to say!,0
157," No, no. We're going to get you out of this. Okay, how about... It's not you it's me?"," Mm... Mm! Six words! You... look... fat... in... those... jeans..., you're free to go."," No, no. We're going to get you out of this. Okay, how about... It's not you it's me? |  Ted, have you considered telling her the truth?",0
158," Ted, have you considered telling her the truth?"," Seriously, honey, men are working, here."," Ted, have you considered telling her the truth? |  Ted, what is the truth? Why do you want to break up with her?",0
159, Want to talk mature? I just wrapped up a live newscast by honking my own boobs.," And great TV was had by all. Alright Scherbatsky, new challenge. And this one's big. But so, is the cash reward. For one thousand dollars, you heard me, all you have to do is get up there on the news and do one of these... (does odd dance)", Want to talk mature? I just wrapped up a live newscast by honking my own boobs. |  What the hell is that?,0
160, The Ickey Shuffle.," And as you do it, you say this, Elbert Ickey Woods. The bangles were fools to cut you in '91. Your 1521 rushing yards and your 27 touch downs will not be forgotten. So Coach Dave Shullah, screw you and your crappy steakhouse."," The Ickey Shuffle. |  Just write it down for me. What do I care, it's not like anyone's watching anyway, right? (Sits down)",0
161, (On TV) Well..., Ahh! This is it.," (On TV) Well... |  Oh, boy, here we go.",0
162," Oh, boy, here we go."," (To everyone in the bar) Everyone, everyone... If I may direct your attention to the television. You're about to see something... amazing."," Oh, boy, here we go. |  (on TV) And them, in '72, Mickey Mantle rode my cab for the fourth time.",0
163," (on TV) And them, in '72, Mickey Mantle rode my cab for the fourth time."," Come on, baby... bring it home."," (on TV) And them, in '72, Mickey Mantle rode my cab for the fourth time. |  (on TV) But the most exciting moment, that would have to be this one, right now.",0
164, You planned that?," No, Marshall. That was beyond my wildest dreams (Robin's wailing on TV)"," You planned that? |  So, if you ever come to Alabama, my mom throws these huge crawfish boils and she's just dying to meet you, by the way.",0
165, (mimicking) It's in my hair!, But isn't it nice to know that people are watching?," (mimicking) It's in my hair! |  Oh, my god. Are you alright?",0
166, I'm bleeding internally.," Hey, Ted, you know what always picks me up when I'm down? Other people's misfortune. You missed something so amazing.", I'm bleeding internally. |  Please can we please have one person in this whole bar who didn't see it?,0
167, Please can we please have one person in this whole bar who didn't see it?, Fine., Please can we please have one person in this whole bar who didn't see it? |  Are you okay?,0
168," Because tonight, I am getting us all into Okay.", Okay!? Awesome!!," Because tonight, I am getting us all into Okay. |  What's going on, did I just have a stroke?",0
